"Reference","QNum","Answer","TargetDate","ActionPlan","version"
"AF128797   ","23","yes","","","1"
"AF128797   ","24","yes","","","1"
"AF128797   ","25","yes","","","1"
"AF128797   ","26","yes","","","1"
"AF128797   ","27","yes","","","1"
"AF128797   ","28","yes","","","1"
"AF128797   ","29","yes","","","1"
"AF128797   ","30","yes","","","1"
"AF128797   ","31","yes","","","1"
"AF128797   ","32","yes","","","1"
"AF129162   ","1","yes","","","1"
"AF129162   ","2","yes","","","1"
"AF129162   ","3","yes","","","1"
"AF129162   ","4","yes","","","1"
"AF129162   ","5","yes","","","1"
"AF129162   ","6","yes","","","1"
"AF129162   ","7","yes","","","1"
"AF129162   ","8","yes","","","1"
"AF129162   ","9","yes","","","1"
"AF129162   ","10","na","","","1"
"AF129162   ","11","yes","","","1"
"AF129162   ","12","no","2015-09-15","There are no investments, however the finance policy stipulates procedures for purchasing  ","1"
"AF129162   ","13","yes","","","1"
"AF129162   ","14","yes","","","1"
"AF129162   ","15","yes","","","1"
"AF129162   ","16","yes","","","1"
"AF129162   ","17","yes","","","1"
"AF129162   ","18","yes","","","1"
"AF129162   ","19","yes","","","1"
"AF129162   ","20","yes","","","1"
"AF129162   ","21","yes","","","1"
"AF129162   ","22","no","2015-12-20","This will be completed following initial meeting Autumn 15.  There will be a need to review the website. ","1"
"AF129162   ","23","yes","","","1"
"AF129162   ","24","yes","","","1"
"AF129162   ","25","yes","","","1"
"AF129162   ","26","yes","","","1"
"AF129162   ","27","yes","","","1"
"AF129162   ","28","yes","","","1"
"AF129162   ","29","yes","","","1"
"AF129162   ","30","yes","","","1"
"AF129162   ","31","yes","","","1"
"AF129162   ","32","yes","","","1"
"AF129921   ","1","yes","","","1"
"AF129921   ","2","yes","","","1"
"AF129921   ","3","yes","","","1"
"AF129921   ","4","yes","","","1"
"AF129921   ","5","yes","","","1"
"AF129921   ","6","yes","","","1"
"AF129921   ","7","yes","","","1"
"AF129921   ","8","yes","","","1"
"AF129921   ","9","yes","","","1"
"AF129921   ","10","na","","","1"
"AF129921   ","11","no","2015-08-31","Budget Forecast has been approved and ready for submission","1"
"AF129921   ","12","no","2015-09-30","Academy is aware of considerations when making investments but yet to set an investment policy.","1"
"AF129921   ","13","yes","","","1"
"AF129921   ","14","yes","","","1"
"AF129921   ","15","no","2015-09-30","Payroll Company employed to perform this function.
Staffing resilience in place to cover all urgent financial functions
Business continuity/critical Incident policy is being developed","1"
"AF129921   ","16","yes","","","1"
"AF129921   ","17","yes","","","1"
"AF129921   ","18","yes","","","1"
"AF129921   ","19","yes","","","1"
"AF129921   ","20","yes","","","1"
"AF129921   ","21","yes","","","1"
"AF129921   ","22","no","2015-09-30","Relevant business and pecuniary interests of trustees and members will be published on website","1"
"AF129921   ","23","yes","","","1"
"AF129921   ","24","yes","","","1"
"AF129921   ","25","yes","","","1"
"AF129921   ","26","yes","","","1"
"AF129921   ","27","yes","","","1"
"AF129921   ","28","yes","","","1"
"AF129921   ","29","yes","","","1"
"AF129921   ","30","yes","","","1"
"AF129921   ","31","yes","","","1"
"AF129921   ","32","yes","","","1"
"AF142264   ","1","yes","","","1"
"AF142264   ","2","yes","","","1"
"AF142264   ","3","yes","","","1"
"AF142264   ","4","yes","","","1"
"AF142264   ","5","yes","","","1"
"AF142264   ","6","yes","","","1"
"AF142264   ","7","yes","","","1"
"AF142264   ","8","yes","","","1"
"AF142264   ","9","no","2015-10-30","Circulated to Governors awaiting adoption","1"
"AF142264   ","10","na","","","1"
"AF142264   ","11","yes","","","1"
"AF142264   ","12","yes","","","1"
"AF142264   ","13","yes","","","1"
"AF142264   ","14","yes","","","1"
"AF142264   ","15","yes","","","1"
"AF142264   ","16","yes","","","1"
"AF142264   ","17","yes","","","1"
"AF142264   ","18","yes","","","1"
"AF142264   ","19","yes","","","1"
"AF142264   ","20","yes","","","1"
"AF142264   ","21","yes","","","1"
"AF142264   ","22","yes","","","1"
"AF142264   ","23","yes","","","1"
"AF142264   ","24","no","2015-10-30","To be tabled for approval on","1"
"AF142264   ","25","yes","","","1"
"AF142264   ","26","yes","","","1"
"AF142264   ","27","yes","","","1"
"AF142264   ","28","yes","","","1"
"AF142264   ","29","yes","","","1"
"AF142264   ","30","yes","","","1"
"AF142264   ","31","yes","","","1"
"AF142264   ","32","yes","","","1"
"AF114205   ","1","yes","","","1"
"AF114205   ","2","yes","","","1"
"AF114205   ","3","yes","","","1"
"AF114205   ","4","yes","","","1"
"AF114205   ","5","yes","","","1"
"AF114205   ","6","yes","","","1"
"AF114205   ","7","yes","","","1"
"AF114205   ","8","yes","","","1"
"AF114205   ","9","yes","","","1"
"AF114205   ","10","na","","","1"
"AF114205   ","11","yes","","","1"
"AF114205   ","12","yes","","","1"
"AF114205   ","13","yes","","","1"
"AF114205   ","14","yes","","","1"
"AF114205   ","15","no","2015-10-21","To be discussed at board level ","1"
"AF114205   ","16","yes","","","1"
"AF114205   ","17","yes","","","1"
"AF114205   ","18","yes","","","1"
"AF114205   ","19","yes","","","1"
"AF114205   ","20","yes","","","1"
"AF114205   ","21","yes","","","1"
"AF114205   ","22","no","2015-10-23","On the schools website but awaiting a Academy website","1"
"AF114205   ","23","yes","","","1"
"AF114205   ","24","no","2015-10-21","To be approved at the next board meeting 21st October 2015","1"
"AF114205   ","25","yes","","","1"
"AF114205   ","26","yes","","","1"
"AF114205   ","27","no","2015-10-21","To be approved at the next board meeting 21st October 2015","1"
"AF114205   ","28","yes","","","1"
"AF114205   ","29","yes","","","1"
"AF114205   ","30","yes","","","1"
"AF114205   ","31","yes","","","1"
"AF114205   ","32","yes","","","1"
"AF139484   ","1","yes","","","1"
"AF139484   ","2","yes","","","1"
"AF139484   ","3","yes","","","1"
"AF139484   ","4","yes","","","1"
"AF139484   ","5","yes","","","1"
"AF139484   ","6","yes","","","1"
"AF139484   ","7","yes","","","1"
"AF139484   ","8","yes","","","1"
"AF139484   ","9","yes","","","1"
"AF139484   ","10","na","","","1"
"AF139484   ","11","yes","","","1"
"AF139484   ","12","yes","","","1"
"AF139484   ","13","yes","","","1"
"AF139484   ","14","yes","","","1"
"AF139484   ","15","yes","","","1"
"AF139484   ","16","yes","","","1"
"AF139484   ","17","yes","","","1"
"AF139484   ","18","yes","","","1"
"AF139484   ","19","yes","","","1"
"AF139484   ","20","yes","","","1"
"AF139484   ","21","yes","","","1"
"AF139484   ","22","yes","","","1"
"AF139484   ","23","yes","","","1"
"AF139484   ","24","yes","","","1"
"AF139484   ","25","yes","","","1"
"AF139484   ","26","yes","","","1"
"AF139484   ","27","yes","","","1"
"AF139484   ","28","yes","","","1"
"AF139484   ","29","yes","","","1"
"AF139484   ","30","yes","","","1"
"AF139484   ","31","yes","","","1"
"AF139484   ","32","yes","","","1"
"AF141880   ","1","yes","","","1"
"AF141880   ","2","yes","","","1"
"AF141880   ","3","yes","","","1"
"AF141880   ","4","yes","","","1"
"AF141880   ","5","yes","","","1"
"AF141880   ","6","yes","","","1"
"AF141880   ","7","no","2016-01-30","We are in the process of appointing.","1"
"AF141880   ","8","yes","","","1"
"AF141880   ","9","yes","","","1"
"AF141880   ","10","na","","","1"
"AF141880   ","11","no","2016-01-29","It was initially but not for the new academic year.","1"
"AF141880   ","12","yes","","","1"
"AF141880   ","13","yes","","","1"
"AF141880   ","14","yes","","","1"
"AF141880   ","15","no","2016-01-29","We are in the process of doing this.","1"
"AF141880   ","16","yes","","","1"
"AF141880   ","17","yes","","","1"
"AF141880   ","18","yes","","","1"
"AF141880   ","19","yes","","","1"
"AF141880   ","20","yes","","","1"
"AF141880   ","21","yes","","","1"
"AF141880   ","22","no","2015-12-18","We are still in the process of setting up a website.","1"
"AF141880   ","23","yes","","","1"
"AF141880   ","24","yes","","","1"
"AF141880   ","25","yes","","","1"
"AF141880   ","26","yes","","","1"
"AF141880   ","27","yes","","","1"
"AF141880   ","28","yes","","","1"
"AF141880   ","29","yes","","","1"
"AF141880   ","30","yes","","","1"
"AF141880   ","31","yes","","","1"
"AF141880   ","32","yes","","","1"
"AF139314   ","1","yes","","","1"
"AF139314   ","2","yes","","","1"
"AF139314   ","3","yes","","","1"
"AF139314   ","4","yes","","","1"
"AF139314   ","5","yes","","","1"
"AF139314   ","6","yes","","","1"
"AF139314   ","7","yes","","","1"
"AF139314   ","8","yes","","","1"
"AF139314   ","9","yes","","","1"
"AF139314   ","10","na","","","1"
"AF139314   ","11","yes","","","1"
"AF139314   ","12","yes","","","1"
"AF139314   ","13","yes","","","1"
"AF139314   ","14","yes","","","1"
"AF139314   ","15","no","2015-12-18","The Business Manager, Executive Principal and non-executive Business Director are in the process of finalising the plan.","1"
"AF139314   ","16","yes","","","1"
"AF139314   ","17","yes","","","1"
"AF139314   ","18","yes","","","1"
"AF139314   ","19","yes","","","1"
"AF139314   ","20","yes","","","1"
"AF139314   ","21","yes","","","1"
"AF139314   ","22","no","2015-11-02","Website being completely re-designed.","1"
"AF139314   ","23","yes","","","1"
"AF139314   ","24","no","2015-10-21","Currently being re-written and will be considered at the next Board meeting.","1"
"AF139314   ","25","yes","","","1"
"AF139314   ","26","yes","","","1"
"AF139314   ","27","no","2015-10-21","They are complete but need Board approval.","1"
"AF139314   ","28","yes","","","1"
"AF139314   ","29","yes","","","1"
"AF139314   ","30","yes","","","1"
"AF139314   ","31","yes","","","1"
"AF139314   ","32","yes","","","1"
"AF140966   ","1","yes","","","1"
"AF140966   ","2","yes","","","1"
"AF140966   ","3","yes","","","1"
"AF140966   ","4","yes","","","1"
"AF140966   ","5","yes","","","1"
"AF140966   ","6","yes","","","1"
"AF140966   ","7","no","2015-12-01","Interim arrangements through sponsor College in place","1"
"AF140966   ","8","yes","","","1"
"AF140966   ","9","yes","","","1"
"AF140966   ","10","na","","","1"
"AF140966   ","11","yes","","","1"
"AF140966   ","12","yes","","","1"
"AF140966   ","13","yes","","","1"
"AF140966   ","14","yes","","","1"
"AF140966   ","15","no","2016-01-04","Currently being developed","1"
"AF140966   ","16","yes","","","1"
"AF140966   ","17","yes","","","1"
"AF140966   ","18","yes","","","1"
"AF140966   ","19","yes","","","1"
"AF140966   ","20","yes","","","1"
"AF140966   ","21","yes","","","1"
"AF140966   ","22","no","2016-01-04","Currently being developed","1"
"AF140966   ","23","yes","","","1"
"AF140966   ","24","yes","","","1"
"AF140966   ","25","yes","","","1"
"AF140966   ","26","yes","","","1"
"AF140966   ","27","no","2016-01-04","Currently being developed","1"
"AF140966   ","28","no","2015-10-01","Appointment pending 1st October 2015","1"
"AF140966   ","29","no","2016-01-04","currently under development","1"
"AF140966   ","30","no","2016-01-04","currently under discussion","1"
"AF140966   ","31","no","2016-01-04","currently under discussion","1"
"AF140966   ","32","yes","","","1"
"AF141009   ","1","yes","","","1"
"AF141009   ","2","yes","","","1"
"AF141009   ","3","yes","","","1"
"AF141009   ","4","yes","","","1"
"AF141009   ","5","yes","","","1"
"AF141009   ","6","yes","","","1"
"AF141009   ","7","yes","","","1"
"AF141009   ","8","yes","","","1"
"AF141009   ","9","yes","","","1"
"AF141009   ","10","na","","","1"
"AF141009   ","11","yes","","","1"
"AF141009   ","12","yes","","","1"
"AF141009   ","13","yes","","","1"
"AF141009   ","14","yes","","","1"
"AF141009   ","15","yes","","","1"
"AF141009   ","16","yes","","","1"
"AF141009   ","17","yes","","","1"
"AF141009   ","18","yes","","","1"
"AF141009   ","19","yes","","","1"
"AF141009   ","20","yes","","","1"
"AF141009   ","21","yes","","","1"
"AF141009   ","22","yes","","","1"
"AF141009   ","23","yes","","","1"
"AF141009   ","24","yes","","","1"
"AF141009   ","25","yes","","","1"
"AF141009   ","26","yes","","","1"
"AF141009   ","27","yes","","","1"
"AF141009   ","28","yes","","","1"
"AF141009   ","29","yes","","","1"
"AF141009   ","30","yes","","","1"
"AF141009   ","31","yes","","","1"
"AF141009   ","32","yes","","","1"
"AF141563   ","1","yes","","","1"
"AF141563   ","2","yes","","","1"
"AF141563   ","3","yes","","","1"
"AF141563   ","4","yes","","","1"
"AF141563   ","5","yes","","","1"
"AF141563   ","6","yes","","","1"
"AF141563   ","7","yes","","","1"
"AF141563   ","8","yes","","","1"
"AF141563   ","9","yes","","","1"
"AF141563   ","10","na","","","1"
"AF141563   ","11","yes","","","1"
"AF141563   ","12","yes","","","1"
"AF141563   ","13","yes","","","1"
"AF141563   ","14","yes","","","1"
"AF141563   ","15","yes","","","1"
"AF141563   ","16","yes","","","1"
"AF141563   ","17","yes","","","1"
"AF141563   ","18","yes","","","1"
"AF141563   ","19","yes","","","1"
"AF141563   ","20","yes","","","1"
"AF141563   ","21","yes","","","1"
"AF141563   ","22","yes","","","1"
"AF141563   ","23","yes","","","1"
"AF141563   ","24","yes","","","1"
"AF141563   ","25","yes","","","1"
"AF141563   ","26","yes","","","1"
"AF141563   ","27","yes","","","1"
"AF141563   ","28","yes","","","1"
"AF141563   ","29","yes","","","1"
"AF141563   ","30","yes","","","1"
"AF141563   ","31","yes","","","1"
"AF141563   ","32","yes","","","1"
"AF142077   ","1","no","2016-05-30","The Trust has developed a collaborative model with a Business Management Group and a Strategic School Improvement Group, which includes a Strategic Director for School Improvement and headteachers. ","1"
"AF142077   ","2","yes","","","1"
"AF142077   ","3","yes","","","1"
"AF142077   ","4","yes","","","1"
"AF142077   ","5","yes","","","1"
"AF142077   ","6","yes","","","1"
"AF142077   ","7","yes","","","1"
"AF142077   ","8","yes","","","1"
"AF142077   ","9","yes","","","1"
"AF142077   ","10","na","","","1"
"AF142077   ","11","yes","","","1"
"AF142077   ","12","yes","","","1"
"AF142077   ","13","yes","","","1"
"AF142077   ","14","yes","","","1"
"AF142077   ","15","yes","","","1"
"AF142077   ","16","yes","","","1"
"AF142077   ","17","yes","","","1"
"AF142077   ","18","yes","","","1"
"AF142077   ","19","yes","","","1"
"AF142077   ","20","yes","","","1"
"AF142077   ","21","yes","","","1"
"AF142077   ","22","no","2015-09-30","The website for the Trust and its member schools is currently under construction and should be in place by the end of September","1"
"AF142077   ","23","yes","","","1"
"AF142077   ","24","yes","","","1"
"AF142077   ","25","yes","","","1"
"AF142077   ","26","yes","","","1"
"AF142077   ","27","yes","","","1"
"AF142077   ","28","yes","","","1"
"AF142077   ","29","yes","","","1"
"AF142077   ","30","yes","","","1"
"AF142077   ","31","yes","","","1"
"AF142077   ","32","yes","","","1"
"AF143931   ","1","yes","","","1"
"AF143931   ","2","no","2016-01-01","The interim CEO has been appointed through the intervention of Sir David Carter and has been in post for four weeks.  The financial management of the Trust is a serious concern and the DfE has been informed. Action to remedy is on going","1"
"AF143931   ","3","yes","","","1"
"AF143931   ","4","yes","","","1"
"AF143931   ","5","no","2016-01-01","The interim CEO has been appointed through the intervention of Sir David Carter and has been in post for four weeks.  The financial management of the Trust is a serious concern and the DfE has been informed. Action to remedy is on going","1"
"AF143931   ","6","no","2016-01-01","The interim CEO has been appointed through the intervention of Sir David Carter and has been in post for four weeks.  The financial management of the Trust is a serious concern and the DfE has been informed. Action to remedy is on going","1"
"AF143931   ","7","no","2015-10-05","The Board meeting on 5/10/15 to be led by CEO to discuss and propose a new interim Financial Director","1"
"AF143931   ","8","no","2016-01-01","The interim CEO has been appointed through the intervention of Sir David Carter and has been in post for four weeks.  The financial management of the Trust is a serious concern and the DfE has been informed. Action to remedy is on going","1"
"AF143931   ","9","no","2015-10-05","The Board meeting on 5/10/15 to be led by CEO to discuss and propose the budget","1"
"AF143931   ","10","na","","","1"
"AF143931   ","11","yes","","","1"
"AF143931   ","12","no","2016-01-01","The interim CEO has been appointed through the intervention of Sir David Carter and has been in post for four weeks.  The financial management of the Trust is a serious concern and the DfE has been informed. Action to remedy is on going","1"
"AF143931   ","13","no","2016-01-01","The new CEO is looking into the leases committed to by the schools","1"
"AF143931   ","14","no","2015-11-01","This has now started, and is being currently updated","1"
"AF143931   ","15","no","2015-11-01","The new CEO has been told that there is one in place but it has not been given across.  So investigation is going on for this.","1"
"AF143931   ","16","no","2016-01-01","The interim CEO has been appointed through the intervention of Sir David Carter and has been in post for four weeks.  The financial management of the Trust is a serious concern and the DfE has been informed. Action to remedy is on going","1"
"AF143931   ","17","yes","","","1"
"AF143931   ","18","no","2015-10-05","This is planned for the board meeting as part the appointment of the Financial Director","1"
"AF143931   ","19","no","2016-01-01","There is a value for money statement for Hareclive but not for Barton Hill.  The statement is not respective of current policy within the Trust","1"
"AF143931   ","20","no","2016-01-01","We are not aware at this point of any such payments","1"
"AF143931   ","21","no","2015-10-05","This will be discussed at Board meeting, when the new CEO will be implementing","1"
"AF143931   ","22","no","2015-10-05","This will be actioned at Board meeting","1"
"AF143931   ","23","no","2015-10-05","This will be actioned at Board meeting","1"
"AF143931   ","24","no","2016-01-01","This is in planning for future Board Approval by the CEO","1"
"AF143931   ","25","yes","","","1"
"AF143931   ","26","no","2016-01-01","It will be actioned","1"
"AF143931   ","27","no","2016-01-01","This will be taken to the Board for action","1"
"AF143931   ","28","yes","","","1"
"AF143931   ","29","no","2016-01-01","This will be sorted by the Board","1"
"AF143931   ","30","yes","","","1"
"AF143931   ","31","no","2016-01-01","This will be sorted by the Board","1"
"AF143931   ","32","no","2016-01-01","This will be taken to the Board for action","1"
"AF144448   ","1","yes","","","1"
"AF144448   ","2","yes","","","1"
"AF144448   ","3","yes","","","1"
"AF144448   ","4","yes","","","1"
"AF144448   ","5","yes","","","1"
"AF144448   ","6","yes","","","1"
"AF144448   ","7","yes","","","1"
"AF144448   ","8","yes","","","1"
"AF144448   ","9","yes","","","1"
"AF144448   ","10","na","","","1"
"AF144448   ","11","yes","","","1"
"AF144448   ","12","yes","","","1"
"AF144448   ","13","yes","","","1"
"AF144448   ","14","yes","","","1"
"AF144448   ","15","no","2015-12-18","This is work in progress in liaison with our insurers (Zurich Municipal in partnership with Portakabin), Diocesan Board of Education and Local Authority.","1"
"AF144448   ","16","yes","","","1"
"AF144448   ","17","yes","","","1"
"AF144448   ","18","yes","","","1"
"AF144448   ","19","yes","","","1"
"AF144448   ","20","yes","","","1"
"AF144448   ","21","yes","","","1"
"AF144448   ","22","no","2015-11-30","Separate Trust section to be added to the Saint George's CE School website.","1"
"AF144448   ","23","yes","","","1"
"AF144448   ","24","yes","","","1"
"AF144448   ","25","yes","","","1"
"AF144448   ","26","yes","","","1"
"AF144448   ","27","yes","","","1"
"AF144448   ","28","yes","","","1"
"AF144448   ","29","yes","","","1"
"AF144448   ","30","yes","","","1"
"AF144448   ","31","yes","","","1"
"AF144448   ","32","yes","","","1"
"AF96301    ","1","yes","","","1"
"AF96301    ","2","yes","","","1"
"AF96301    ","3","yes","","","1"
"AF96301    ","4","yes","","","1"
"AF96301    ","5","yes","","","1"
"AF96301    ","6","yes","","","1"
"AF96301    ","7","yes","","","1"
"AF96301    ","8","yes","","","1"
"AF96301    ","9","yes","","","1"
"AF96301    ","10","na","","","1"
"AF96301    ","11","yes","","","1"
"AF96301    ","12","no","2015-12-05","No investments currently. Strategy to be discussed at next board meeting","1"
"AF96301    ","13","yes","","","1"
"AF96301    ","14","yes","","","1"
"AF96301    ","15","no","2015-10-31","To be discussed at future board meeting","1"
"AF96301    ","16","no","2015-11-01","Risk register to be completed. School is moving to new accommodation so risk register will beed to be completed then.  ","1"
"AF96301    ","17","yes","","","1"
"AF96301    ","18","yes","","","1"
"AF96301    ","19","yes","","","1"
"AF96301    ","20","yes","","","1"
"AF96301    ","21","yes","","","1"
"AF96301    ","22","yes","","","1"
"AF96301    ","23","yes","","","1"
"AF96301    ","24","yes","","","1"
"AF96301    ","25","yes","","","1"
"AF96301    ","26","yes","","","1"
"AF96301    ","27","yes","","","1"
"AF96301    ","28","yes","","","1"
"AF96301    ","29","yes","","","1"
"AF96301    ","30","yes","","","1"
"AF96301    ","31","yes","","","1"
"AF96301    ","32","no","2015-10-01","At next board meeting","1"
"AF104768   ","1","yes","","","1"
"AF104768   ","2","yes","","","1"
"AF104768   ","3","yes","","","1"
"AF104768   ","4","yes","","","1"
"AF104768   ","5","yes","","","1"
"AF104768   ","6","yes","","","1"
"AF104768   ","7","yes","","","1"
"AF104768   ","8","yes","","","1"
"AF104768   ","9","yes","","","1"
"AF104768   ","10","na","","","1"
"AF104768   ","11","yes","","","1"
"AF104768   ","12","yes","","","1"
"AF104768   ","13","yes","","","1"
"AF104768   ","14","yes","","","1"
"AF104768   ","15","yes","","","1"
"AF104768   ","16","yes","","","1"
"AF104768   ","17","yes","","","1"
"AF104768   ","18","yes","","","1"
"AF104768   ","19","yes","","","1"
"AF104768   ","20","yes","","","1"
"AF104768   ","21","yes","","","1"
"AF104768   ","22","yes","","","1"
"AF104768   ","23","yes","","","1"
"AF104768   ","24","no","2015-12-31","Will draft a suitable policy and action by end of  year","1"
"AF104768   ","25","yes","","","1"
"AF104768   ","26","yes","","","1"
"AF104768   ","27","yes","","","1"
"AF104768   ","28","yes","","","1"
"AF104768   ","29","yes","","","1"
"AF104768   ","30","yes","","","1"
"AF104768   ","31","yes","","","1"
"AF104768   ","32","yes","","","1"
"AF111916   ","1","yes","","","1"
"AF111916   ","2","yes","","","1"
"AF111916   ","3","yes","","","1"
"AF111916   ","4","yes","","","1"
"AF111916   ","5","yes","","","1"
"AF111916   ","6","yes","","","1"
"AF111916   ","7","yes","","","1"
"AF111916   ","8","no","2015-10-15","Financial Procedures to be presented at the Autumn Term Business Meeting. Financial procedures are in place but need to be submitted to the governing body.
SW 17/06/15
","1"
"AF111916   ","9","yes","","","1"
"AF111916   ","10","na","","","1"
"AF111916   ","11","yes","","","1"
"AF111916   ","12","yes","","","1"
"AF111916   ","13","yes","","","1"
"AF111916   ","14","yes","","","1"
"AF111916   ","15","no","2015-10-15","Prepared and awaiting submission to the Autumn Term business committee meeting. ","1"
"AF111916   ","16","no","2015-10-15","Document prepared and awaiting submission to the Autumn Term business committee meeting. ","1"
"AF111916   ","17","yes","","","1"
"AF111916   ","18","yes","","","1"
"AF111916   ","19","yes","","","1"
"AF111916   ","20","yes","","","1"
"AF111916   ","21","yes","","","1"
"AF111916   ","22","yes","","","1"
"AF111916   ","23","yes","","","1"
"AF111916   ","24","yes","","","1"
"AF111916   ","25","yes","","","1"
"AF111916   ","26","yes","","","1"
"AF111916   ","27","yes","","","1"
"AF111916   ","28","yes","","","1"
"AF111916   ","29","yes","","","1"
"AF111916   ","30","yes","","","1"
"AF111916   ","31","yes","","","1"
"AF111916   ","32","yes","","","1"
"AF139881   ","1","yes","","","1"
"AF139881   ","2","yes","","","1"
"AF139881   ","3","yes","","","1"
"AF139881   ","4","yes","","","1"
"AF139881   ","5","yes","","","1"
"AF139881   ","6","yes","","","1"
"AF139881   ","7","yes","","","1"
"AF139881   ","8","no","2015-12-03","We are currently updating our Internal Financial Procedures Manual which will be presented to the Finance and Personnel Committee in the Autumn term 2015","1"
"AF139881   ","9","no","2015-11-05","Budget will be presented to the Finance and Personnel Committee meeting on 5 November and approved by FGB on 3 December 2015","1"
"AF139881   ","10","na","","","1"
"AF139881   ","11","yes","","","1"
"AF139881   ","12","no","2015-11-05","To be considered by the Finance and Personnel Committe at meeting on 5 November 2015","1"
"AF139881   ","13","yes","","","1"
"AF139881   ","14","yes","","","1"
"AF139881   ","15","yes","","","1"
"AF139881   ","16","yes","","","1"
"AF139881   ","17","yes","","","1"
"AF139881   ","18","no","2015-11-05","This is being updated within the Internal Financial Procedures Manual","1"
"AF139881   ","19","yes","","","1"
"AF139881   ","20","yes","","","1"
"AF139881   ","21","no","2015-12-03","Register of business interests will be completed by FGB on 3 December 2015","1"
"AF139881   ","22","no","2015-12-03","Will be published by FGB","1"
"AF139881   ","23","yes","","","1"
"AF139881   ","24","no","2015-11-05","A tendering policy will be written and approved by the Finance and Personnel Committee on 5 November 2015","1"
"AF139881   ","25","yes","","","1"
"AF139881   ","26","yes","","","1"
"AF139881   ","27","no","2015-11-05","Accounting policies will be investigated and where necessary presented to the Finance and Personnel Committee on 5 November 2015","1"
"AF139881   ","28","yes","","","1"
"AF139881   ","29","yes","","","1"
"AF139881   ","30","yes","","","1"
"AF139881   ","31","yes","","","1"
"AF139881   ","32","yes","","","1"
"AF141444   ","1","yes","","","1"
"AF141444   ","2","yes","","","1"
"AF141444   ","3","yes","","","1"
"AF141444   ","4","yes","","","1"
"AF141444   ","5","yes","","","1"
"AF141444   ","6","yes","","","1"
"AF141444   ","7","yes","","","1"
"AF141444   ","8","yes","","","1"
"AF141444   ","9","yes","","","1"
"AF141444   ","10","yes","","","1"
"AF141444   ","11","yes","","","1"
"AF141444   ","12","yes","","","1"
"AF141444   ","13","yes","","","1"
"AF141444   ","14","yes","","","1"
"AF141444   ","15","no","2015-12-31","In hand will be completed by 31st December 2015","1"
"AF141444   ","16","yes","","","1"
"AF141444   ","17","yes","","","1"
"AF141444   ","18","yes","","","1"
"AF141444   ","19","yes","","","1"
"AF141444   ","20","yes","","","1"
"AF141444   ","21","yes","","","1"
"AF141444   ","22","yes","","","1"
"AF141444   ","23","yes","","","1"
"AF141444   ","24","yes","","","1"
"AF141444   ","25","yes","","","1"
"AF141444   ","26","yes","","","1"
"AF141444   ","27","yes","","","1"
"AF141444   ","28","yes","","","1"
"AF141444   ","29","yes","","","1"
"AF141444   ","30","yes","","","1"
"AF141444   ","31","yes","","","1"
"AF141444   ","32","yes","","","1"
"AF142357   ","1","yes","","","1"
"AF142357   ","2","yes","","","1"
"AF142357   ","3","yes","","","1"
"AF142357   ","4","yes","","","1"
"AF142357   ","5","yes","","","1"
"AF142357   ","6","yes","","","1"
"AF142357   ","7","yes","","","1"
"AF142357   ","8","yes","","","1"
"AF142357   ","9","yes","","","1"
"AF142357   ","10","na","","","1"
"AF142357   ","11","yes","","","1"
"AF142357   ","12","yes","","","1"
"AF142357   ","13","yes","","","1"
"AF142357   ","14","yes","","","1"
"AF142357   ","15","yes","","","1"
"AF142357   ","16","yes","","","1"
"AF142357   ","17","yes","","","1"
"AF142357   ","18","yes","","","1"
"AF142357   ","19","yes","","","1"
"AF142357   ","20","yes","","","1"
"AF142357   ","21","yes","","","1"
"AF142357   ","22","yes","","","1"
"AF142357   ","23","yes","","","1"
"AF142357   ","24","yes","","","1"
"AF142357   ","25","yes","","","1"
"AF142357   ","26","yes","","","1"
"AF142357   ","27","yes","","","1"
"AF142357   ","28","yes","","","1"
"AF142357   ","29","yes","","","1"
"AF142357   ","30","yes","","","1"
"AF142357   ","31","yes","","","1"
"AF142357   ","32","yes","","","1"
"AF143766   ","1","yes","","","1"
"AF143766   ","2","yes","","","1"
"AF143766   ","3","yes","","","1"
"AF143766   ","4","yes","","","1"
"AF143766   ","5","yes","","","1"
"AF143766   ","6","yes","","","1"
"AF143766   ","7","yes","","","1"
"AF143766   ","8","yes","","","1"
"AF143766   ","9","yes","","","1"
"AF143766   ","10","na","","","1"
"AF143766   ","11","yes","","","1"
"AF143766   ","12","yes","","","1"
"AF143766   ","13","yes","","","1"
"AF143766   ","14","yes","","","1"
"AF143766   ","15","yes","","","1"
"AF143766   ","16","yes","","","1"
"AF143766   ","17","yes","","","1"
"AF143766   ","18","yes","","","1"
"AF143766   ","19","yes","","","1"
"AF143766   ","20","yes","","","1"
"AF143766   ","21","yes","","","1"
"AF143766   ","22","yes","","","1"
"AF143766   ","23","yes","","","1"
"AF143766   ","24","yes","","","1"
"AF143766   ","25","yes","","","1"
"AF143766   ","26","yes","","","1"
"AF143766   ","27","yes","","","1"
"AF143766   ","28","yes","","","1"
"AF143766   ","29","yes","","","1"
"AF143766   ","30","yes","","","1"
"AF143766   ","31","yes","","","1"
"AF143766   ","32","yes","","","1"
"AF151453   ","1","yes","","","1"
"AF151453   ","2","yes","","","1"
"AF151453   ","3","yes","","","1"
"AF151453   ","4","yes","","","1"
"AF151453   ","5","yes","","","1"
"AF151453   ","6","yes","","","1"
"AF151453   ","7","yes","","","1"
